The Aperiodic Multiprocessor Utilization Bound for Liquid Tasks.	Tarek F. Abdelzaher,Björn Andersson,Jan Jonsson,Vivek Sharma 0004,Minh Nguyen	10.1109/RTTAS.2002.1137392
A Measurement-Based Analysis of the Real-Time Performance of Linux.	Luca Abeni,Ashvin Goel,Charles Krasic,Jim Snow,Jonathan Walpole	10.1109/RTTAS.2002.1137388
Uniform Driver Interface (UDI) Reference Implementation and Determinism.	Robert M. Barned,Russell J. Richards	10.1109/RTTAS.2002.1137405
Implementing Constant-Bandwidth Servers upon Multiprocessor Platform.	Sanjoy K. Baruah,Joël Goossens,Giuseppe Lipari	10.1109/RTTAS.2002.1137390
Supporting a Low Delay Best-Effort Class in the Presence of Real-Time Traffic.	Samarjit Chakraborty,Matthias Gries,Lothar Thiele	10.1109/RTTAS.2002.1137380
An Adaptive Striping Architecture for Flash Memory Storage Systems of Embedded System.	Li-Pin Chang,Tei-Wei Kuo	10.1109/RTTAS.2002.1137393
Evaluating Real-Time Java Features and Performance for Real-Time Embedded Systems.	Angelo Corsaro,Douglas C. Schmidt	10.1109/RTTAS.2002.1137384
Feedback Scheduling of Model Predictive Controllers.	Dan Henriksson,Anton Cervin,Johan Åkesson,Karl-Erik Årzén	10.1109/RTTAS.2002.1137395
Dynamic Detection of Access Errors and Illegal References in RTSJ.	M. Teresa Higuera-Toledano,Miguel A. de Miguel-Cabello	10.1109/RTTAS.2002.1137385
Performance Evaluation on a Real-Time Database.	Suhee Kim,Sang Hyuk Son,John A. Stankovic	10.1109/RTTAS.2002.1137401
Performance Comparison of Dynamic Voltage Scaling Algorithms for Hard Real-Time Systems.	Woonseok Kim,Dongkun Shin,Han-Saem Yun,Jihong Kim 0001,Sang Lyul Min	10.1109/RTTAS.2002.1137397
RAP: A Real-Time Communication Architecture for Large-Scale Wireless Sensor Networks.	Chenyang Lu 0001,Brian M. Blum,Tarek F. Abdelzaher,John A. Stankovic,Tian He 0001	10.1109/RTTAS.2002.1137381
Analyzing Fixed-Priority Global Multiprocessor Scheduling.	Lars Lundberg	10.1109/RTTAS.2002.1137389
Power-Optimized Scheduling Server for Real-Time Tasks.	Pedro Mejía-Alvarez,Eugene Levner,Daniel Mossé	10.1109/RTTAS.2002.1137399
Minimizing CAN Response-Time Jitter by Message Manipulation.	Thomas Nolte,Hans Hansson,Christer Norström	10.1109/RTTAS.2002.1137394
Kernel Supportfor the Event-BasedCooperation of Distributed Resource Managers.	Christian Poellabauer,Karsten Schwan	10.1109/RTTAS.2002.1137376
The Design and Implementation of the Intel® Real-Time Performance Analyze.	Leena K. Puthiyedath,Erik Cota-Robles,John Keys,Anil Aggarwal,James P. Held	10.1109/RTTAS.2002.1137387
Achieving End-to-end Predictability in the TAO Real-time CORBA ORB.	Irfan Pyarali,Douglas C. Schmidt,Ron Cytron	10.1109/RTTAS.2002.1137377
Calculating Exact Worst Case Response Times for Static Priority Scheduled Tasks with Offsets and Jitter.	Ola Redell,Martin Törngren	10.1109/RTTAS.2002.1137391
Middleware versus Native OS Support: Architectural Considerations for Supporting Multimedia Applications.	Prashant J. Shenoy,Saif Hasan,Purushottam Kulkarni,Krithi Ramamritham	10.1109/RTTAS.2002.1137378
Achieving Bounded and Predictable Recovery using Real-Time Logging.	LihChyun Shu,John A. Stankovic,Sang Hyuk Son	10.1109/RTTAS.2002.1137404
Experiences in Implementing an Energy-Driven Task Scheduler in RT-Linux.	Vishnu Swaminathan,Charles B. Schweizer,Krishnendu Chakrabarty,Amil A. Patel	10.1109/RTTAS.2002.1137398
Concatenated Hybrid ARQ - A Flexible Scheme for Wireless Real-Time Communication.	Elisabeth Uhlemann,Tor Aulin,Lars K. Rasmussen,Per-Arne Wiberg	10.1109/RTTAS.2002.1137379
Measurement of OS Services and Its Application to Performance Modeling and Analysis of Integrated Embedded Software.	Shige Wang,Sharath Kodase,Kang G. Shin,Daniel L. Kiskis	10.1109/RTTAS.2002.1137386
Implementation of QoS-Provisioning System for Voice over IP.	Shengquan Wang,Zhibin Mai,Walt Magnussen,Dong Xuan,Wei Zhao 0001	10.1109/RTTAS.2002.1137402
Layer-4 Service Differentiation and Resource Isolation.	Haining Wang,Kang G. Shin	10.1109/RTTAS.2002.1137382
Hardware Implementation of Programming Languages for Real-Tim.	Michael Ward,Neil C. Audsley	10.1109/RTTAS.2002.1137403
Asynchronous Event Handling and Real-time Threads in the Real-time Specification for Java.	Andy J. Wellings,Alan Burns 0001	10.1109/RTTAS.2002.1137383
Proceedings of the 8th IEEE Real-Time and Embedded Technology and Applications Symposium (RTAS 2002), 24-27 September 2002, San Jose, CA, USA		
