ParaRC: Embracing Sub-Packetization for Repair Parallelization in MSR-Coded Storage.	Xiaolu Li 0002,Keyun Cheng,Kaicheng Tang,Patrick P. C. Lee,Yuchong Hu,Dan Feng 0001,Jie Li,Ting-Yi Wu	
Unsafe at Any Copy: Name Collisions from Mixing Case Sensitivities.	Aditya Basu,John Sampson,Zhiyun Qian,Trent Jaeger	
Citron: Distributed Range Lock Management with One-sided RDMA.	Jian Gao,Youyou Lu,Minhui Xie,Qing Wang 0031,Jiwu Shu	
HadaFS: A File System Bridging the Local and Shared Burst Buffer for Exascale Supercomputers.	Xiaobin He,Bin Yang,Jie Gao,Wei Xiao,Qi Chen,Shupeng Shi,Dexun Chen,Weiguo Liu,Wei Xue,Zuoning Chen	
Practical Design Considerations for Wide Locally Recoverable Codes (LRCs).	Saurabh Kadekodi,Shashwat Silas,David Clausen,Arif Merchant	
SHADE: Enable Fundamental Cacheability for Distributed Deep Learning Training.	Redwan Ibne Seraj Khan,Ahmad Hossein Yazdani,Yuqi Fu,Arnab K. Paul,Bo Ji,Xun Jian 0002,Yue Cheng 0001,Ali Raza Butt	
Integrated Host-SSD Mapping Table Management for Improving User Experience of Smartphones.	Yoona Kim,Inhyuk Choi,Juhyung Park,Jaeheon Lee,Sungjin Lee 0001,Jihong Kim 0001	
NVMeVirt: A Versatile Software-defined Virtual NVMe Device.	Sang-Hoon Kim,Jaehoon Shim,Euidong Lee,Seong-Yeob Jeong,Ilkueon Kang,Jin-Soo Kim	
InftyDedup: Scalable and Cost-Effective Cloud Tiering with Deduplication.	Iwona Kotlarska,Andrzej Jackowski,Krzysztof Lichota,Michal Welnicki,Cezary Dubnicki,Konrad Iwanicki	
ROLEX: A Scalable RDMA-oriented Learned Key-Value Store for Disaggregated Memory Systems.	Pengfei Li,Yu Hua 0001,Pengfei Zuo,Zhangyu Chen,Jiajie Sheng	
Fisc: A Large-scale Cloud-native-oriented File System.	Qiang Li,Lulu Chen,Xiaoliang Wang 0001,Shuo Huang,Qiao Xiang,Yuanyuan Dong,Wenhui Yao,Minfei Huang,Puyuan Yang,Shanyang Liu,Zhaosheng Zhu,Huayong Wang,Haonan Qiu,Derui Liu,Shaozong Liu,Yujie Zhou,Yaohui Wu,Zhiwu Wu,Shang Gao,Chao Han,Zicheng Luo,Yuchao Shao,Gexiao Tian,Zhongjie Wu,Zheng Cao,Jinbo Wu,Jiwu Shu,Jie Wu 0003,Jiesheng Wu	
More Than Capacity: Performance-oriented Evolution of Pangu in Alibaba.	Qiang Li,Qiao Xiang,Yuxin Wang,Haohao Song,Ridi Wen,Wenhui Yao,Yuanyuan Dong,Shuqi Zhao,Shuo Huang,Zhaosheng Zhu,Huayong Wang,Shanyang Liu,Lulu Chen,Zhiwu Wu,Haonan Qiu,Derui Liu,Gexiao Tian,Chao Han,Shaozong Liu,Yaohui Wu,Zicheng Luo,Yuchao Shao,Junping Wu,Zheng Cao,Zhongjie Wu,Jiaji Zhu,Jinbo Wu,Jiwu Shu,Jiesheng Wu	
Intelligent Resource Scheduling for Co-located Latency-critical Services: A Multi-Model Collaborative Learning Approach.	Lei Liu,Xinglei Dou,Yuetao Chen	
Perseus: A Fail-Slow Detection Framework for Cloud Storage Systems.	Ruiming Lu,Erci Xu,Yiming Zhang 0003,Fengyi Zhu,Zhaosheng Zhu,Mengtian Wang,Zongpeng Zhu,Guangtao Xue,Jiwu Shu,Minglu Li 0001,Jiesheng Wu	
ConfD: Analyzing Configuration Dependencies of File Systems for Fun and Profit.	Tabassum Mahmud,Om Rameshwar Gatla,Duo Zhang,Carson Love,Ryan Bumann,Mai Zheng	
CJFS: Concurrent Journaling for Better Scalability.	Joontaek Oh,Seung Won Yoo,Hojin Nam,Changwoo Min,Youjip Won	
TENET: Memory Safe and Fault Tolerant Persistent Transactional Memory.	Madhava Krishnan Ramanathan,Diyu Zhou,Wook-Hee Kim,Sudarsun Kannan,Sanidhya Kashyap,Changwoo Min	
Fast Application Launch on Personal Computing/Communication Devices.	Junhee Ryu,Dongeun Lee 0001,Kang G. Shin,Kyungtae Kang	
FUSEE: A Fully Memory-Disaggregated Key-Value Store.	Jiacheng Shen,Pengfei Zuo,Xuchuan Luo,Tianyi Yang,Yuxin Su 0001,Yangfan Zhou,Michael R. Lyu	
Revitalizing the Forgotten On-Chip DMA to Expedite Data Movement in NVM-based Storage Systems.	Jingbo Su,Jiahao Li,Luofan Chen,Cheng Li 0001,Kai Zhang,Liang Yang,Sam H. Noh,Yinlong Xu	
Building and Operating a Pretty Big Storage System (My Adventures in Amazon S3).	Andy Warfield	
On Stacking a Persistent Memory File System on Legacy File Systems.	Hobin Woo,Daegyu Han,Seungjoon Ha,Sam H. Noh,Beomseok Nam	
Patronus: High-Performance and Protective Remote Memory.	Bin Yan,Youyou Lu,Qing Wang 0031,Minhui Xie,Jiwu Shu	
λ-IO: A Unified IO Stack for Computational Storage.	Zhe Yang,Youyou Lu,Xiaojian Liao,Youmin Chen,Junru Li,Siyu He,Jiwu Shu	
GL-Cache: Group-level learning for efficient and high-performance caching.	Juncheng Yang,Ziming Mao,Yao Yue,K. V. Rashmi	
ADOC: Automatically Harmonizing Dataflow Between Components in Log-Structured Key-Value Stores for Improved Performance.	Jinghuan Yu,Sam H. Noh,Young-ri Choi,Chun Jason Xue	
Multi-view Feature-based SSD Failure Prediction: What, When, and Why.	Yuqi Zhang,Wenwen Hao,Ben Niu,Kangkang Liu,Shuyang Wang,Na Liu,Xing He,Yongwong Gwon,Chankyu Koh	
MadFS: Per-File Virtualization for Userspace Persistent Memory Filesystems.	Shawn Zhong,Chenhao Ye,Guanzhou Hu,Suyan Qu,Andrea C. Arpaci-Dusseau,Remzi H. Arpaci-Dusseau,Michael M. Swift	
SMRSTORE: A Storage Engine for Cloud Object Storage on HM-SMR Drives.	Su Zhou,Erci Xu,Hao Wu,Yu Du,Jiacheng Cui,Wanyu Fu,Chang Liu,Yingni Wang,Wenbo Wang,Shouqu Sun,Xianfei Wang,Bo Feng,Biyun Zhu,Xin Tong,Weikang Kong,Linyan Liu,Zhongjie Wu,Jinbo Wu,Qingchao Luo,Jiesheng Wu	
21st USENIX Conference on File and Storage Technologies, FAST 2023, Santa Clara, CA, USA, February 21-23, 2023.	Ashvin Goel,Dalit Naor	
