Test Pattern Generation for Sequential Circuits on a Network of Workstations.	Prathima Agrawal,Vishwani D. Agrawal,Joan Villoldo	10.1109/HPDC.1993.263851
Partial Order Transport Service for Multimedia Applications: Reliable Service.	Paul D. Amer,Thomas J. Connolly,Christophe Chassot,Michel Diaz	10.1109/HPDC.1993.263833
High-Performance Distributed Shared Memory Substrate for Workstation Clusters.	Arindam Banerji,Dinesh C. Kulkarni,John M. Tracey,Paul M. Greenawalt,David L. Cohn	10.1109/HPDC.1993.263825
Performance Analysis of Distributed File Systems with Non-Volatile Caches.	Prabuddha Biswas,K. K. Ramakrishnan,Donald F. Towsley,C. M. Krishna 0001	10.1109/HPDC.1993.263835
Implementation of a Parallel Transport Subsystem on a Multiprocessor Architecture.	Torsten Braun,Claudia Schmidt	10.1109/HPDC.1993.263855
P4-Linda: A Portable Implementation of Linda.	Ralph Butler,Alan L. Leveton,Ewing L. Lusk	10.1109/HPDC.1993.263858
A Low-Latency Programming Interface and a Prototype Switch for Scalable High-Performance Distributed Computing.	Taitin Chen,Jim Feeney,Geoffrey C. Fox,Gideon Frieder,Sanjay Ranka,Bill Wilhelm,Fang-Kuo Yu	10.1109/HPDC.1993.263845
An Analysis of Distributed Computing Software and Hardware for Applications in Computational Physics.	Paul D. Coddington	10.1109/HPDC.1993.263843
Star Modeling on IBM RS6000 Networks Using PVM.	Laurent Colombet,Laurent Desbat,François Ménard	10.1109/HPDC.1993.263850
Block Data Decomposition for Data-Parallel Programming on a Heterogeneous Workstation Network.	Phyllis Crandall,Michael J. Quinn	10.1109/HPDC.1993.263859
Management of Broadband Networks Using a 3D Virtual World.	Laurence A. Crutcher,Aurel A. Lazar,Steven Feiner,Michelle X. Zhou	10.1109/HPDC.1993.263829
DSMA: A Fair Capacity-1 Protocol for Gigabit Ring Networks.	Wlodzimierz Dobosiewicz,Pawel Gburzynski	10.1109/HPDC.1993.263853
Design and Analysis of a Hierarchical Scalable Photonic Architecture.	Patrick W. Dowd,Kalyani Bogineni,Khaled A. Aly,James A. Perreault	10.1109/HPDC.1993.263831
Parallel and Distributed Systems for Constructive Neural Network Learning.	Justin Fletcher,Zoran Obradovic	10.1109/HPDC.1993.263844
A Message Passing Interface for Parallel and Distributed Computing.	Salim Hariri,Jong Park,Fang-Kuo Yu,Manish Parashar,Geoffrey C. Fox	10.1109/HPDC.1993.263854
Supporting Heterogeneity and Distribution in the Numerical Propulsion System.	Patrick T. Homer,Richard D. Schlichting	10.1109/HPDC.1993.263842
Trading Disk Capacity for Performance.	Robert Y. Hou,Yale N. Patt	10.1109/HPDC.1993.263834
A Methodology for Evaluating Load Balancing Algorithms.	Bharat S. Joshi,Seyed H. Hosseini,K. Vairavan	10.1109/HPDC.1993.263839
A Parallel Object-Oriented Framework for Stencil Algorithms.	John F. Karpovich,Matthew Judd,W. Timothy Strayer,Andrew S. Grimshaw	10.1109/HPDC.1993.263860
New Flow Control Methods for High-Speed Networks.	H. T. Kung 0001	10.1109/HPDC.1993.263864
A Fully Distributed Parallel Ray Tracing Scheme on the Delta Touchstone Machine.	Tong-Yee Lee,Cauligi S. Raghavendra,John B. Nicholas	10.1109/HPDC.1993.263849
Accessing Remote Special Files in a Distributed Computing Envinronment.	Joel Lilienkamp,Bruce J. Walker,Rich Silva	10.1109/HPDC.1993.263836
MULTIPAR: An Output Queue ATM Modular Switch with Multiple Phases and Replicated Planes.	Jian Ma,Kauko Rahko	10.1109/HPDC.1993.263846
Parallel Computing for Helicopter Rotor Design.	Joseph W. Manke,K. Neves,Thomas M. Wicks	10.1109/HPDC.1993.263861
An ATM WAN/LAN Gateway Architecture.	Gary J. Minden,Joseph B. Evans,David W. Petr,Victor Frost	10.1109/HPDC.1993.263848
Improving Performance by Use of Adaptive Objects: Experimentation with a Configurable Multiprocessor Thread Package.	Bodhisattwa Mukherjee,Karsten Schwan	10.1109/HPDC.1993.263857
Formal Method for Scheduling, Routing and Communication Protocol.	Lenore M. R. Mullin,Scott Thibault,Daria R. Dooling,Erik A. Sandberg	10.1109/HPDC.1993.263837
Starvation-Prevented Priority-Based Total Ordering Broadcast Protocol on High-Speed Single Channel Network.	Akihito Nakamura,Makoto Takizawa 0001	10.1109/HPDC.1993.263832
Resource Management for Distributed Parallel Systems.	B. Clifford Neuman,Santosh Rao	10.1109/HPDC.1993.263828
Distributed Computing Solutions to the All-Pairs Shortest Path Problem.	Ira Pramanick	10.1109/HPDC.1993.263841
DARTS - A Dynamically Adaptable Transport Service Suitable for High Speed Networks.	Antony Richards,Tamara Ginige,Aruna Seneviratne,Teresa Buczkowska,Michael Fry 0001	10.1109/HPDC.1993.263856
Hierarchical Distributed System Network Design with Cost-Performance Tradeoffs.	Nita Sharma,Dharma P. Agrawal	10.1109/HPDC.1993.263826
Panel - The Virtual Heterogeneous Supercomputer: Can It Be Built?	Howard Jay Siegel,Henry G. Dietz,Richard F. Freund,Chani Pangali,Richard C. Metzger,Kenneth W. Neves,C. V. Ramamoorthy,Andrew S. Tanenbaum	
Scalable Libraries in a Heterogeneous Environment.	Anthony Skjellum	10.1109/HPDC.1993.263862
Analytical Performance Evaluation of Data Replication Based Shared Memory Model.	Sinisa Srbljic,Leo Budin	10.1109/HPDC.1993.263827
Panel - Software Tools for High-Performance Distributed Computing.	Vaidy S. Sunderam,Geoffrey C. Fox,Al Geist,William Gropp,Bob Harrison,Adam Kolawa,Michael J. Quinn,Anthony Skjellum	
Programming a Distributed System Using Shared Objects.	Andrew S. Tanenbaum,Henri E. Bal,M. Frans Kaashoek	10.1109/HPDC.1993.263863
Reliable Management of Distributed Computations in Nexus.	Anand R. Tripathi,Surya P. Koneru,Clifton Nock,Renu Tewari,Neeran M. Karnik,Vijay Bandi,Khaled Day,Terence Noonan	10.1109/HPDC.1993.263830
Distributed Control Methods.	Brian Tung,Leonard Kleinrock	10.1109/HPDC.1993.263840
Performance Evaluation of a High-Speed Switching System Based on the Fibre Channel Standard.	Anujan Varma,Vikram Sahai,Robert Bryant	10.1109/HPDC.1993.263847
Toward a High Performance Distributed Memory Climate Model.	Michael F. Wehner,J. J. Ambrosiano,J. C. Brown,William P. Dannevik,Peter G. Eltgroth,Arthur A. Mirin,John D. Farrara,Chung-Chun Ma,Carlos R. Mechoso,Joseph A. Spahr	10.1109/HPDC.1993.263852
Distributed Computing Systems and Checkpointing.	Kenneth F. Wong,Mark A. Franklin	10.1109/HPDC.1993.263838
Proceedings of the Second International Symposium on High Performance Distributed Computing, HPDC &apos;93, Spokane, WA, USA, July 20-23, 1993.		
