DeepSketch: A New Machine Learning-Based Reference Search Technique for Post-Deduplication Delta Compression.	Jisung Park 0001,Jeonggyun Kim,Yeseong Kim,Sungjin Lee 0001,Onur Mutlu	
CacheSifter: Sifting Cache Files for Boosted Mobile Performance and Lifetime.	Yu Liang 0004,Riwei Pan,Tianyu Ren,Yufei Cui,Rachata Ausavarungnirun,Xianzhang Chen,Changlong Li,Tei-Wei Kuo,Chun Jason Xue	
TVStore: Automatically Bounding Time Series Storage via Time-Varying Compression.	Yanzhe An,Yue Su,Yuqing Zhu 0001,Jianmin Wang 0001	
25 Years of Storage Research and Education: A Retrospective.	Remzi H. Arpaci-Dusseau	
DUPEFS: Leaking Data Over the Network With Filesystem Deduplication Side Channels.	Andrei Bacs,Saidgani Musaev,Kaveh Razavi,Cristiano Giuffrida,Herbert Bos	
DedupSearch: Two-Phase Deduplication Aware Keyword Search.	Nadav Elias,Philip Shilane,Sarai Sheinvald,Gala Yadgar	
GuardedErase: Extending SSD Lifetimes by Protecting Weak Wordlines.	Duwon Hong,Myungsuk Kim,Geonhee Cho,Dusol Lee,Jihong Kim 0001	
Removing Double-Logging with Passive Data Persistence in LSM-tree based Relational Databases.	Kecheng Huang,Zhaoyan Shen,Zhiping Jia,Zili Shao,Feng Chen 0005	
Improving the Reliability of Next Generation SSDs using WOM-v Codes.	Shehbaz Jaffer,Kaveh Mahdaviani,Bianca Schroeder	
Aurogon: Taming Aborts in All Phases for Distributed In-Memory Transactions.	Tianyang Jiang,Guangyan Zhang,Zhiyue Li,Weimin Zheng	
A Log-Structured Merge Tree-aware Message Authentication Scheme for Persistent Key-Value Stores.	Ig-Jae Kim,J. Hyun Kim,Minu Chung,Hyungon Moon,Sam H. Noh	
ScaleXFS: Getting scalability of XFS back on the ring.	Dohyun Kim,Kwangwon Min,Joontaek Oh,Youjip Won	
The what, The from, and The to: The Migration Games in Deduplicated Systems.	Roei Kisous,Ariel Kolikant,Abhinav Duggal,Sarai Sheinvald,Gala Yadgar	
Hardware/Software Co-Programmable Framework for Computational SSDs to Accelerate Deep Learning Service on Large-Scale Graphs.	Miryeong Kwon,Donghyun Gouk,Sangwon Lee,Myoungsoo Jung	
Hydra : Resilient and Highly Available Remote Memory.	Youngmoon Lee,Hasan Al Maruf,Mosharaf Chowdhury,Asaf Cidon,Kang G. Shin	
ctFS: Replacing File Indexing with Hardware Memory Translation through Contiguous File Allocation for Persistent Memory.	Ruibin Li,Xiang Ren 0003,Xu Zhao,Siwei He,Michael Stumm,Ding Yuan 0004	
InfiniFS: An Efficient Metadata Service for Large-Scale Distributed Filesystems.	Wenhao Lv,Youyou Lu,Yiming Zhang,Peile Duan,Jiwu Shu	
PAIO: General, Portable I/O Optimizations With Minor Application Modifications.	Ricardo Macedo,Yusuke Tanimura,Jason Haga,Vijay Chidambaram,José Pereira 0001,João Paulo 0001	
Operational Characteristics of SSDs in Enterprise Storage Systems: A Large-Scale Field Study.	Stathis Maneas,Kaveh Mahdaviani,Tim Emami,Bianca Schroeder	
exF2FS: Transaction Support in Log-Structured Filesystem.	Joontaek Oh,Sion Ji,Yongjin Kim,Youjip Won	
Closing the B+-tree vs. LSM-tree Write Amplification Gap on Modern Storage Hardware with Built-in Transparent Compression.	Yifan Qiao,Xubin Chen,Ning Zheng,Jiangpeng Li,Yang Liu,Tong Zhang 0002	
Separating Data via Block Invalidation Time Inference for Write Amplification Reduction in Log-Structured Storage.	Qiuping Wang,Jinhong Li,Patrick P. C. Lee,Tao Ouyang,Chao Shi,Lilong Huang	
NyxCache: Flexible and Efficient Multi-tenant Persistent Memory Caching.	Kan Wu,Kaiwei Tu,Yuvraj Patel,Rathijit Sen,Kwanghyun Park 0001,Andrea C. Arpaci-Dusseau,Remzi H. Arpaci-Dusseau	
Practicably Boosting the Processing Performance of BFS-like Algorithms on Semi-External Graph System via I/O-Efficient Graph Ordering.	Tsun-Yu Yang,Yuhong Liang,Ming-Chang Yang	
HTMFS: Strong Consistency Comes for Free with Hardware Transactional Memory in Persistent Memory File Systems.	Jifei Yi,Mingkai Dong 0002,Fangnuo Wu,Haibo Chen 0001	
MT2: Memory Bandwidth Regulation on Hybrid NVM/DRAM Platforms.	Jifei Yi,Benchao Dong,Mingkai Dong 0002,Ruizhe Tong,Haibo Chen 0001	
FORD: Fast One-sided RDMA-based Distributed Transactions for Disaggregated Persistent Memory.	Ming Zhang,Yu Hua 0001,Pengfei Zuo,Lurong Liu	
DEPART: Replica Decoupling for Distributed Key-Value Storage.	Qiang Zhang,Yongkun Li 0001,Patrick P. C. Lee,Yinlong Xu,Si Wu 0003	
FusionFS: Fusing I/O Operations using CISCOps in Firmware File Systems.	Jian Zhang,Yujie Ren,Sudarsun Kannan	
20th USENIX Conference on File and Storage Technologies, FAST 2022, Santa Clara, CA, USA, February 22-24, 2022	Dean Hildebrand,Donald E. Porter	
