Page Placement Strategies for GPUs within Heterogeneous Memory Systems.	Neha Agarwal,David W. Nellans,Mark Stephenson,Mike O&apos;Connor,Stephen W. Keckler	10.1145/2694344.2694381
Architectural Support for Dynamic Linking.	Varun Agrawal,Abhiroop Dabral,Tapti Palit,Yongming Shen 0001,Michael Ferdman	10.1145/2694344.2694392
GPU Concurrency: Weak Behaviours and Programming Assumptions.	Jade Alglave,Mark Batty,Alastair F. Donaldson,Ganesh Gopalakrishnan,Jeroen Ketema,Daniel Poetzl,Tyler Sorensen 0001,John Wickerson	10.1145/2694344.2694391
Watson and the Era of Cognitive Computing.	Guruduth Banavar	10.1145/2694344.2694376
iThreads: A Threading Library for Parallel Incremental Computation.	Pramod Bhatotia,Pedro Fonseca 0001,Umut A. Acar,Björn B. Brandenburg,Rodrigo Rodrigues 0001	10.1145/2694344.2694371
Beyond the PDP-11: Architectural Support for a Memory-Safe C Abstract Machine.	David Chisnall,Colin Rothwell,Robert N. M. Watson,Jonathan Woodruff,Munraj Vadera,Simon W. Moore,Michael Roe,Brooks Davis,Peter G. Neumann	10.1145/2694344.2694367
Protecting Data on Smartphones and Tablets from Memory Attacks.	Patrick Colp,Jiawen Zhang,James Gleeson 0001,Sahil Suneja,Eyal de Lara,Himanshu Raj,Stefan Saroiu,Alec Wolman	10.1145/2694344.2694380
Nested Kernel: An Operating System Architecture for Intra-Kernel Privilege Separation.	Nathan Dautenhahn,Theodoros Kasampalis,Will Dietz,John Criswell,Vikram S. Adve	10.1145/2694344.2694386
Asynchronized Concurrency: The Secret to Scaling Concurrent Search Data Structures.	Tudor David,Rachid Guerraoui,Vasileios Trigonakis	10.1145/2694344.2694359
Architectural Support for Software-Defined Metadata Processing.	Udit Dhawan,Catalin Hritcu,Raphael Rubin,Nikos Vasilakis,Silviu Chiricescu,Jonathan M. Smith,Thomas F. Knight Jr.,Benjamin C. Pierce,André DeHon	10.1145/2694344.2694383
Asymmetric Memory Fences: Optimizing Both Performance and Implementability.	Yuelu Duan,Nima Honarmand,Josep Torrellas	10.1145/2694344.2694388
Freecursive ORAM: [Nearly] Free Recursion and Integrity Verification for Position-based Oblivious RAM.	Christopher W. Fletcher,Ling Ren 0001,Albert Kwon,Marten van Dijk,Srinivas Devadas	10.1145/2694344.2694353
NumaGiC: a Garbage Collector for Big Data on Big NUMA Machines.	Lokesh Gidra,Gaël Thomas 0001,Julien Sopena,Marc Shapiro 0001,Nhan Nguyen	10.1145/2694344.2694361
ApproxHadoop: Bringing Approximations to MapReduce Frameworks.	Iñigo Goiri,Ricardo Bianchini,Santosh Nagarakatte,Thu D. Nguyen	10.1145/2694344.2694351
CoolAir: Temperature- and Variation-Aware Management for Free-Cooled Datacenters.	Iñigo Goiri,Thu D. Nguyen,Ricardo Bianchini	10.1145/2694344.2694378
Few-to-Many: Incremental Parallelism for Reducing Tail Latency in Interactive Services.	Md. E. Haque,Yong Hun Eom,Yuxiong He,Sameh Elnikety,Ricardo Bianchini,Kathryn S. McKinley	10.1145/2694344.2694384
Kinetic Dependence Graphs.	Muhammad Amber Hassaan,Donald D. Nguyen,Keshav Pingali	10.1145/2694344.2694363
Sirius: An Open End-to-End Voice and Vision Personal Assistant and Its Implications for Future Warehouse Scale Computers.	Johann Hauswald,Michael A. Laurenzano,Yunqi Zhang,Cheng Li,Austin Rovinski,Arjun Khurana,Ronald G. Dreslinski,Trevor N. Mudge,Vinicius Petrucci,Lingjia Tang,Jason Mars	10.1145/2694344.2694347
Compiler Management of Communication and Parallelism for Quantum Computation.	Jeff Heckey,Shruti Patil,Ali JavadiAbhari,Adam Holmes,Daniel Kudrow,Kenneth R. Brown,Diana Franklin,Frederic T. Chong,Margaret Martonosi	10.1145/2694344.2694357
SPECS: A Lightweight Runtime Mechanism for Protecting Software from Security-Critical Processor Bugs.	Matthew Hicks,Cynthia Sturton,Samuel T. King,Jonathan M. Smith	10.1145/2694344.2694366
VARAN the Unbelievable: An Efficient N-version Execution Framework.	Petr Hosek 0001,Cristian Cadar	10.1145/2694344.2694390
Dual Execution for On the Fly Fine Grained Execution Comparison.	Dohyeong Kim,Yonghwi Kwon 0001,William N. Sumner,Xiangyu Zhang 0001,Dongyan Xu	10.1145/2694344.2694394
Architectural Support for Cyber-Physical Systems.	Edward A. Lee	10.1145/2694344.2694375
PuDianNao: A Polyvalent Machine Learning Accelerator.	Dao-Fu Liu,Tianshi Chen 0002,Shaoli Liu,Jinhong Zhou,Shengyuan Zhou,Olivier Temam,Xiaobing Feng 0002,Xuehai Zhou,Yunji Chen	10.1145/2694344.2694358
GhostRider: A Hardware-Software System for Memory Trace Oblivious Computation.	Chang Liu 0021,Austin Harris 0001,Martin Maas 0001,Michael W. Hicks,Mohit Tiwari,Elaine Shi	10.1145/2694344.2694385
Supporting Differentiated Services in Computers via Programmable Architecture for Resourcing-on-Demand (PARD).	Jiuyue Ma,Xiufeng Sui,Ninghui Sun,Yupeng Li,Zihao Yu,Bowen Huang,Tianni Xu,Zhicheng Yao,Yun Chen,Haibin Wang,Lixin Zhang 0002,Yungang Bao	10.1145/2694344.2694382
rIOMMU: Efficient IOMMU for I/O Devices that Employ Ring Buffers.	Moshe Malka,Nadav Amit,Muli Ben-Yehuda,Dan Tsafrir	10.1145/2694344.2694355
Reduced Hardware NOrec: A Safe and Scalable Hybrid Transactional Memory.	Alexander Matveev,Nir Shavit	10.1145/2694344.2694393
A Probabilistic Graphical Model-based Approach for Minimizing Energy Under Performance Constraints.	Nikita Mishra,Huazhe Zhang,John D. Lafferty,Henry Hoffmann	10.1145/2694344.2694373
Temporally Bounding TSO for Fence-Free Asymmetric Synchronization.	Adam Morrison 0001,Yehuda Afek	10.1145/2694344.2694374
PolyMage: Automatic Optimization for Image Processing Pipelines.	Ravi Teja Mullapudi,Vinay Vasista,Uday Bondhugula	10.1145/2694344.2694364
FACADE: A Compiler and Runtime for (Almost) Object-Bounded Big Data Applications.	Khanh Nguyen 0001,Kai Wang 0029,Yingyi Bu,Lu Fang,Jianfei Hu,Guoqing Xu 0001	10.1145/2694344.2694345
Improving Agility and Elasticity in Bare-metal Clouds.	Yushi Omote,Takahiro Shinagawa,Kazuhiko Kato	10.1145/2694344.2694349
Synchronization Using Remote-Scope Promotion.	Marc S. Orr,Shuai Che,Ayse Yilmazer,Bradford M. Beckmann,Mark D. Hill,David A. Wood 0001	10.1145/2694344.2694350
More is Less, Less is More: Molecular-Scale Photonic NoC Power Topologies.	Jun Pang 0001,Chris Dwyer,Alvin R. Lebeck	10.1145/2694344.2694377
Chimera: Collaborative Preemption for Multitasking on a Shared GPU.	Jason Jong Kyu Park,Yongjun Park 0001,Scott A. Mahlke	10.1145/2694344.2694346
Monitoring and Debugging the Quality of Results in Approximate Programs.	Michael F. Ringenburg,Adrian Sampson,Isaac Ackerman,Luis Ceze,Dan Grossman	10.1145/2694344.2694365
Hybrid Static: Dynamic Analysis for Statically Bounded Region Serializability.	Aritra Sengupta,Swarnendu Biswas,Minjia Zhang,Michael D. Bond,Milind Kulkarni 0001	10.1145/2694344.2694379
Targeted Automatic Integer Overflow Discovery Using Goal-Directed Conditional Branch Enforcement.	Stelios Sidiroglou-Douskos,Eric Lahtinen,Nathan Rittenhouse,Paolo Piselli,Fan Long,Deokhwan Kim,Martin C. Rinard	10.1145/2694344.2694389
Memory Errors in Modern Systems: The Good, The Bad, and The Ugly.	Vilas Sridharan,Nathan DeBardeleben,Sean Blanchard,Kurt B. Ferreira,Jon Stearley,John Shalf,Sudhanva Gurumurthi	10.1145/2694344.2694348
Ziria: A DSL for Wireless Systems Programming.	Gordon Stewart 0001,Mahanth Gowda,Geoffrey Mainland,Bozidar Radunovic,Dimitrios Vytiniotis,Cristina Luengo Agullo	10.1145/2694344.2694368
DeNovoSync: Efficient Support for Arbitrary Synchronization without Writer-Initiated Invalidations.	Hyojin Sung,Sarita V. Adve	10.1145/2694344.2694356
DIABLO: A Warehouse-Scale Computer Network Simulator using FPGAs.	Zhangxi Tan,Zhenghao Qian,Xi Chen,Krste Asanovic,David A. Patterson 0001	10.1145/2694344.2694362
SD-PCM: Constructing Reliable Super Dense Phase Change Memory under Write Disturbance.	Rujia Wang,Lei Jiang 0001,Youtao Zhang,Jun Yang 0002	10.1145/2694344.2694352
Automated OS-level Device Runtime Power Management.	Chao Xu 0012,Felix Xiaozhu Lin,Yuyang Wang 0003,Lin Zhong 0001	10.1145/2694344.2694360
CommGuard: Mitigating Communication Errors in Error-Prone Parallel Execution.	Yavuz Yetim,Sharad Malik,Margaret Martonosi	10.1145/2694344.2694354
DEUCE: Write-Efficient Encryption for Non-Volatile Memories.	Vinson Young,Prashant J. Nair,Moinuddin K. Qureshi	10.1145/2694344.2694387
A Hardware Design Language for Timing-Sensitive Information-Flow Security.	Danfeng Zhang,Yao Wang 0008,G. Edward Suh,Andrew C. Myers	10.1145/2694344.2694372
Mojim: A Reliable and Highly-Available Non-Volatile Memory System.	Yiying Zhang,Jian Yang,Amir Saman Memaripour,Steven Swanson	10.1145/2694344.2694370
On-the-Fly Principled Speculation for FSM Parallelization.	Zhijia Zhao 0001,Xipeng Shen	10.1145/2694344.2694369
Proceedings of the Twentieth International Conference on Architectural Support for Programming Languages and Operating Systems, ASPLOS 2015, Istanbul, Turkey, March 14-18, 2015	Özcan Özturk 0001,Kemal Ebcioglu,Sandhya Dwarkadas	10.1145/2694344
